base_name_en,level,description_en,description_ja,description_fr,description_it,description_de,description_es,description_pt,description_pl,description_ru,description_ko,description_zh,description_ar
Slinger Capacity,2,"In addition, increases the loading capacity for some slinger ammo dropped by monsters.",更にモンスターが落とす一部の 弾の装填数も少し増える。,Augmente la capacité pour les projectiles de type plante ou pierre et certaines munitions de monstres.,"In aggiunta, incrementa la capacità per alcune munizioni dai mostri.","Erhöht zudem die Ladekapazität für manche Schleudermunition, die von Monstern fallengelassen wird.","Además, aumenta la capacidad de carga de cierta munición de eslinga que dejen caer los monstruos.","Além disso, aumenta a capacidade de algumas munições de atiradeira soltas por monstros.",Ponadto zwiększa pojemność procy dla pewnych rodzajów amunicji zostawianej przez potwory.,"Также увеличивает количество некоторых видов боеприпасов, подбираемых с чудовищ.",그리고 몬스터가 떨어뜨리는 일부 탄의 장전 수도 조금 증가한다.,再小幅增加一部分 魔物掉落的彈藥裝填數。,بالإضافة لذلك، يزيد من سعة تلقيم بعض ذخيرة نبلة المعصم التي أسقطها الوحوش.
Slinger Capacity,3,"In addition, increases the loading capacity for all slinger ammo dropped by monsters.",更にモンスターが落とす全ての 弾の装填数が少し増える。,Augmente la capacité pour les projectiles de type plante ou pierre et toutes les munitions de monstres.,"In aggiunta, incrementa la capacità per tutte le munizioni dai mostri.","Erhöht zudem die Ladekapazität für jede Schleudermunition, die von Monstern fallengelassen wird.","Además, aumenta la capacidad de carga de toda la munición de eslinga que dejen caer los monstruos.","Além disso, aumenta a capacidade de todas as munições de atiradeira soltas por monstros.",Ponadto zwiększa pojemność procy dla wszystkich rodzajów amunicji zostawianej przez potwory.,"Также увеличивает количество всех видов боеприпасов, подбираемых с чудовищ.",그리고 몬스터가 떨어뜨리는 모든 탄의 장전 수가 조금 증가한다.,再小幅增加所有 魔物掉落的彈藥裝填數。,بالإضافة لذلك، يزيد من سعة تلقيم كل ذخيرة نبلة المعصم التي أسقطها الوحوش.
Slinger Capacity,4,Increases the loading capacity for slinger ammo collected from the ground or plants even more.,地面や植物などから取得する弾の 装填数がさらに増える。,Augmente la capacité pour les projectiles trouvés au sol ou à partir des plantes.,Incrementa la capacità per le munizioni da terra o piante ancora di più.,"Erhöht die Ladekapazität für Schleudermunition, die vom Boden oder von Pflanzen gesammelt wird, noch weiter.",Aumenta aún más la capacidad de carga de la munición de eslinga obtenida del suelo o de plantas.,Aumenta ainda mais a capacidade de munição de atiradeira coletada no chão ou de plantas.,Jeszcze bardziej zwiększa pojemność procy dla amunicji zebranej z ziemi lub roślin.,"Дополнительно увеличивает количество боеприпасов для самострела, подбираемых с земли и растений.",지면이나 식물 등에서 취득하는 탄의 장전 수가 조금 증가한다.,從地面或植物等取得 彈藥的裝填數進一步增加。,زيادة سعة تلقيم ذخيرة نبلة المعصم التي جُمعت من الأرض والنباتات بشكل أكبر.
Slinger Capacity,5,Increases the loading capacity for all slinger ammo.,すべての弾の装填数がさらに増える。,Augmente la capacité pour tous les projectiles.,Incrementa la capacità del caricatore della fionda per tutte le munizioni.,Erhöht die Ladekapazität für jede Schleudermunition.,Aumenta la capacidad de carga de toda la munición de eslinga.,Aumenta a capacidade de carga de todas as munições de atiradeira.,Zwiększa pojemność procy dla wszystkich rodzajów amunicji.,Увеличивает размер обоймы самострела для всех типов боеприпасов.,모든 탄의 장전 수가 더욱 증가한다.,所有彈藥的裝填數進一步增加。,زيادة سعة تلقيم كل ذخيرة نبلة المعصم.
Stealth,1,Makes it slightly easier for monsters to lose sight of you.,見失いやすさが少し上がる。,Permet d'échapper un peu plus facilement aux monstres.,Incrementa leggermente.,Monster verlieren dich etwas einfacher aus den Augen.,Hace un poco más fácil que los monstruos te pierdan de vista.,Os monstros perdem você de vista com um pouco mais de facilidade.,"Sprawia, że potwory nieco łatwiej tracą cię z oczu.",Заставляет чудовищ немного быстрее терять вас из виду.,은신 성공 확률이 조금 증가한다.,追丟的機率小幅提高。,تسهّل من تضليل رؤية الوحوش لك قليلًا.
Stealth,2,Makes it moderately easier for monsters to lose sight of you.,見失いやすさが上がる。,Permet d'échapper plus facilement aux monstres.,Incrementa sensibilmente.,Monster verlieren dich spürbar einfacher aus den Augen.,Hace considerablemente más fácil que los monstruos te pierdan de vista.,Os monstros perdem você de vista com uma facilidade razoável.,"Sprawia, że potwory umiarkowanie łatwiej tracą cię z oczu.",Заставляет чудовищ умеренно быстро терять вас из виду.,은신 성공 확률이 증가한다.,追丟的機率提高。,تسهّل من تضليل رؤية الوحوش لك بشكل معتدل.
Stealth,3,Makes it much easier for monsters to lose sight of you.,見失いやすさがかなり上がる。,Permet d'échapper bien plus facilement aux monstres.,Incrementa notevolmente.,Monster verlieren dich viel einfacher aus den Augen.,Hace mucho más fácil que los monstruos te pierdan de vista.,Os monstros perdem você de vista com muito mais facilidade.,"Sprawia, że potwory zdecydowanie łatwiej tracą cię z oczu.",Заставляет чудовищ намного быстрее терять вас из виду.,은신 성공 확률이 많이 증가한다.,追丟的機率大幅提高。,تسهّل من تضليل رؤية الوحوش لك بشكل كبير.
Flinch Free,1,Prevents knockbacks. Increases some Kinsect extract effects.,のけぞりを無効化。 操虫棍エキス効果一部効果上昇。,Évite les chutes. Augmente les effets de certains extraits de kinsecte.,Previene le respinte. Aumenta gli effetti di alcuni estratti dei kinsetti.,"Verhindert, dass du zurückgeworfen wirst. Erhöht einige Kinsekten-Extrakt-Effekte.",Evita que te derriben. Aumenta algunos de los efectos de extractos de los kinsectos.,Evita empurrões. Aumenta alguns efeitos de extrato de Kinseto.,Zapobiega odepchnięciom. Zwiększa niektóre efekty ekstraktów kinsektów.,Не дает сбить вас с ног. Увеличивает некоторые эффекты экстракта кинсекта.,움츠리기 무효화. 조충곤 진액 효과의 일부 효과 상승.,使後仰無效。 操蟲棍萃取效果部分效果上升。,تمنع التراجع. تزيد بعض تأثيرات استخراج كينسيكت.
Flinch Free,2,Prevents knockbacks. Tripping is reduced to a knockback. Increases some Kinsect extract effects.,のけぞりを無効化。 しりもちをのけぞりに軽減する。 操虫棍エキス効果一部効果上昇。,Évite les chutes. Transforme les trébuchements en chutes. Augmente les effets de certains extraits (kinsecte).,Previene le respinte. Gli inciampi sono ridotti alle respinte. Aumenta gli effetti di alcuni estratti dei kinsetti.,Verhindert Rückwürfe. Stolpern wird zu Rückwurf verringert. Erhöht einige Kinsekten-Extrakt-Effekte.,Evita que te derriben. Las caídas serán derribos. Aumenta algunos efectos de extractos de kinsectos.,Evita empurrões. Queda reduzida a empurrão. Aumenta alguns efeitos de extrato de Kinseto.,Zapobiega odepchnięciom. Redukuje powalenie do odepchnięcia. Zwiększa niektóre efekty ekstr. kinsektów.,Не дает сбить вас с ног. Опрокид-е становится отбрасыванием. Увелич. нек. эффекты экстракта кинсекта.,움츠리기 무효화. 엉덩방아를 움츠리기로 감소시킨다. 조충곤 진액 효과의 일부 효과 상승.,使後仰無效。 將屁股著地減輕為後仰狀態。 操蟲棍萃取效果部分效果上升。,تمنع التراجع. يتبدّل التراجع بالتعثر. تزيد بعض تأثيرات استخراج كينسيكت.
Flinch Free,3,Prevents knockbacks and tripping. Increases some Kinsect extract effects.,のけぞり、しりもちを無効化。 操虫棍エキス効果一部効果上昇。,Évite les chutes et les trébuchements. Augmente les effets de certains extraits (kinsecte).,Previene le respinte e gli inciampi. Aumenta gli effetti di alcuni estratti dei kinsetti.,Verhindert Rückwürfe und Stolpern. Erhöht einige Kinsekten-Extrakt-Effekte.,Evita que te derriben y que te caigas. Aumenta algunos efectos de extractos de kinsectos.,Evita empurrões e quedas. Aumenta alguns efeitos de extrato de Kinseto.,Zapobiega odepchn. i powaleniom. Zwiększa niektóre efekty ekstraktów kinsektów.,Предотвращ. опрокид-е и сбивание с ног. Увеличивает нек. эффекты экстракта кинсекта.,"움츠리기, 엉덩방아 무효화. 조충곤 진액 효과의 일부 효과 상승.",使後仰、屁股著地無效。 操蟲棍萃取效果部分效果上升。,تمنع التراجع والتعثر. تزيد بعض تأثيرات استخراج كينسيكت.
Scoutfly Range Up,1,Expands your scoutflies' detection range.,反応距離拡張,Augmente la portée de détection des navicioles.,Amplia il raggio di rilevamento degli insetti guida.,Erweitert die Erkennungsreichweite der Spähkäfer.,Expande el rango de detección de los Lafarillos.,Expande o alcance de detecção de seus guialumes.,Zwiększa zasięg wykrywania świetlików zwiadowczych.,Увеличивает дальность обнаружения светлячков.,반응 거리 확장,反應距離擴張,توسع من نطاق بحث ذباب الاستطلاع.
Speed Crawler,1,Increases movement speed while crouching.,しゃがみ中、移動速度が速くなる。,Augmente la vitesse de déplacement lorsque vous êtes accroupi.,Aumenta la velocità di movimento.,Erhöht deine Bewegungsgeschwindigkeit in der Hocke.,Aumenta la velocidad al moverte cuando lo hagas estando agachado.,Aumenta a velocidade de movimentação ao agachar.,Zwiększa szybkość ruchu w przykucniętej pozycji.,Увеличивает скорость передвижения в приседе.,앉아서 이동 속도가 빨라진다.,加快蹲下時的移動速度。,تزيد من سرعة الحركة أثناء الجثوم.
Jump Master,1,Negates knockback during jumps.,ジャンプ中、のけぞり無効。,Annule les chutes durant les sauts.,Annulla le respinte in salto.,"Verhindert, dass du im Sprung zurückgeworfen wirst.",Evita ser interrumpido en medio de un salto al ser atacado.,Evita empurrões durante saltos.,Neutralizuje odepchnięcia podczas skoków.,Спасает от опрокидывания в прыжке.,점프 중에는 움츠리지 않게 된다.,跳躍中，後仰無效。,تبطل التراجع أثناء القفز.
Survival Expert,1,Interactables restore an additional 50 health.,体力が５０追加で回復する。,Les sporenlits et les therminodons restaure 50 points de vie en plus.,Ripristina 50 punti salute in più.,Interaktionsobjekte heilen 50 Gesundheit zusätzlich.,Las curaciones recuperan 50 puntos de salud adicionales.,Interagíveis recuperam mais 50 de vida.,Interakcje przywracają dodatkowe 50 pkt. zdrowia.,Предметы взаимодействия восстанавливают на 50 ОЗ больше.,체력을 50 추가 회복한다.,體力追加回復５０。,تستعيد عناصر التفاعل الصحة بمقدار 50 إضافي.
Survival Expert,2,Interactables restore an additional 80 health.,体力が８０追加で回復する。,Les sporenlits et les therminodons restaure 80 points de vie en plus.,Ripristina 80 punti salute in più.,Interaktionsobjekte heilen 80 Gesundheit zusätzlich.,Las curaciones recuperan 80 puntos de salud adicionales.,Interagíveis recuperam mais 80 de vida.,Interakcje przywracają dodatkowe 80 pkt. zdrowia.,Предметы взаимодействия восстанавливают на 80 ОЗ больше.,체력을 80 추가 회복한다.,體力追加回復８０。,تستعيد عناصر التفاعل الصحة بمقدار 80 إضافي.
Survival Expert,3,Interactables restore an additional 100 health.,体力が１００追加で回復する。,Les sporenlits et les therminodons restaure 100 points de vie en plus.,Ripristina 100 punti salute in più.,Interaktionsobjekte heilen 100 Gesundheit zusätzlich.,Las curaciones recuperan 100 puntos de salud adicionales.,Interagíveis recuperam mais 100 de vida.,Interakcje przywracają dodatkowe 100 pkt. zdrowia.,Предметы взаимодействия восстанавливают на 100 ОЗ больше.,체력을 100 추가 회복한다.,體力追加回復１００。,تستعيد عناصر التفاعل الصحة بمقدار 100 إضافي.
